Release Date,Season,Episode,Episode Title,Name,Sentence
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,"Gendry's an armorer's apprentice. Hot Pie, tell Gendry what makes it a battle."
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,It's when they've got armor on.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Now who told you that.
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,A knight?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,How'd you know he was a knight?
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,"Well, cause he got armor on."
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,You don't have to be a knight to have armor. Any idiot can buy armor. .
2012-04-08,Season 2,Episode 2,The Night Lands,hot pie,How'd you know?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Cause I sold armor.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,What do the gold cloaks want with you?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,No idea.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,You're a liar.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,You shouldn't insult people that are bigger than you.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Then I wouldn't get to insult anyone. .
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"Well, I don't care what any of them want. No goodo s ever come of their questions."
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,No goodo s ever come? Who asked questions before?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,How can someone so small be such a huge pain in my ass?
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Who asked questions?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"The Hand of the King. Er, hands of the King. Lord Arryn came first, a few weeks before he died. And then Lord Stark came, a few weeks before he died."
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Lord Stark.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,See? Asking me questions is bad luck. . You'll probably be dead soon.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,What did they ask about?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,My mom.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Who's your mom?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Just my mom. Worked in a tavern. Died when I was little.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,And who was your father?
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"He could be one of those gold-hatted bastards, for all I know. What about you, anyway? You thought they were after you, why? Did you kill someone, or is it just because you're a girl?"
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,I'm not a girl!
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,Yes you are. You think I'm as stupid as the rest of them?
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,"Stupider. Night's Watch doesn't take girls, everyone knows that."
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,That's true. You're still a girl.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,I am not!
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"Well, pull your cock out and take a piss then."
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,I don't need to take a piss… Lommy and Hot Pie can't know. No one can know.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,They won't. Not from me.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,My name's not Arry. It's Arya. Of House Stark. Yoren is taking me home to Winterfell.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,He was your father. The Hand. The traitor.
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,He was never a traitor! Joffrey is a liar.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"So you're a highborn, then. You're a lady."
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,"No. I mean yes. My mother was a lady, and my sister -"
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"You were a lordo s daughter and you lived in a castle. Look, all that about cocks. I should never have said that. I've been pissing in front of you and everything. I should be calling you milady."
2012-04-08,Season 2,Episode 2,The Night Lands,arya stark,Do not call me milady.
2012-04-08,Season 2,Episode 2,The Night Lands,gendry baratheon,"As milady commands. . Well, that was unladylike."
2012-04-08,Season 2,Episode 2,The Night Lands,man,What you carrying?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Pears and oranges. Wine from the Arbor. And the heir to Pyke of the Iron Islands. . The only living son of Balon Greyjoy. . Me.
2012-04-08,Season 2,Episode 2,The Night Lands,man,Don't like wine. Woman's drink. .
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I need to get to Pyke.
2012-04-08,Season 2,Episode 2,The Night Lands,man,I'll find you a horse.
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,I'm heading that way. I can take you there.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I bet you can.
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,You been at sea long? Or were there just no women where you came from?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,None like you.
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,You don't know what I'm like.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You don't know what you're like. You need someone to teach you. Know who I am?
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,You think I offer free rides to every man in jewelry. Lord Greyjoy.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Have my things sent up to the castle.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"You should give me the reins, I'm a better rider than you. I've been on horseback for the last nine years."
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,Nine years. Do you still know your way around a ship? Have these hands ever touched a rope?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Don't you worry about my hands. . The sea's in my blood.
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,Your blood will be in the sea if I don't watch where I'm going.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"I have a proposal for my father. One that will make him king again. And me after him. You may stay at the castle tonight, if you're lucky."
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,Is that an offer from my future king?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"An order, from your future king. You can tell your grandchildren about this night."
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,I don't imagine it will be a story fit for children.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Father.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,"Nine years, is it? They took a frightened boy. What have they given back?"
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,A man. Your blood and your heir.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,We shall see. Stark had you longer than I did.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Lord Stark is gone.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,And how do you feel about that?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,What's done is done. I've brought you a proposal from Robb Stark.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,Who gave you those clothes? . Was it Ned Stark's pleasure to make you his daughter?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"If my clothes offend you, I will change them."
2012-04-08,Season 2,Episode 2,The Night Lands,balon,It will. . That bauble around your neck. Did you pay the iron price for it or the gold? . I asked a question. Did you pull it from the neck of a corpse you made or did you buy it to match your fine clothes? Iron or gold?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Gold.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,I'll not have my son dressed as a whore. . My fears have come true. The Starks have made you theirs.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,My blood is salt and iron.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,"Yet, , the Stark boy sends you to me like a trained raven, clutching his message."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"The offer he makes, is one I proposed."
2012-04-08,Season 2,Episode 2,The Night Lands,balon,He heeds your counsel?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"I've lived with him, hunted with him, fought at his side, he thinks of me as a brother."
2012-04-08,Season 2,Episode 2,The Night Lands,balon,"No, not here, , not in my hearing, you will not name him brother. This son of the man who put your true brothers to the sword. Or have you forgotten your own blood?"
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I forget nothing. I remember my brothers. And I remember when my father was a king.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,I see. I destroy Robb Stark's enemies for him and he will make me King of the Iron Islands once again.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I will lead the attack myself.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,"Oh, you will?"
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I'm your son. Your only living heir. Who else?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I told you to wait outside. . How did you get past the guards?
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,Anything with a cock is easy to fool.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,My dear.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Yara?
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,"So good to see you, brother. This is a homecoming I'll tell my grandchildren about."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,She can't lead an attack!
2012-04-08,Season 2,Episode 2,The Night Lands,balon,And why not?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You're a woman!
2012-04-08,Season 2,Episode 2,The Night Lands,yara greyjoy,You're the one in skirts.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,"This isn't Winterfell, boy. Your sister took over command of your eldest brother's ship after your new father killed him."
2012-04-08,Season 2,Episode 2,The Night Lands,all three,What's dead may never die.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,No man gives me a crown. I pay the iron price. I will take my crown. . That is who I am. That is who we have always been.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You won't stand a chance against the Lannisters on your own.
2012-04-08,Season 2,Episode 2,The Night Lands,balon,Who said anything about the Lannisters?
2012-04-08,Season 2,Episode 2,The Night Lands,davos,You'll have your gold when we take the treasury at King's Landing.
2012-04-08,Season 2,Episode 2,The Night Lands,saan,"All these kings fighting for the throne, and this Stannis has the smallest army. Why would I bet on the man with the worst chance?"
2012-04-08,Season 2,Episode 2,The Night Lands,davos,"Because you're a smart gambler. Stannis has proved himself in war. Twice. His baby brother has never set foot on a battlefield. Neither has the false king, Joffrey."
2012-04-08,Season 2,Episode 2,The Night Lands,saan,"And yet, they both have larger armies."
2012-04-08,Season 2,Episode 2,The Night Lands,davos,Stannis has just begun the fight. His bannermen will rally to his cause. There's no man in the Seven Kingdoms more honorable than Stannis Baratheon. Or more worthy of loyalty.
2012-04-08,Season 2,Episode 2,The Night Lands,saan,What is the world coming to when smugglers must vouch for the honor of kings.
2012-04-08,Season 2,Episode 2,The Night Lands,matthos,"Mind your words, pirate. ."
2012-04-08,Season 2,Episode 2,The Night Lands,davos,Matthos.
2012-04-08,Season 2,Episode 2,The Night Lands,saan,You think I'm insulted? I am a pirate. I'm an excellent pirate. I don't sail for promises.
2012-04-08,Season 2,Episode 2,The Night Lands,davos,"Of course you do. Every time you leave harbor, you're leaving on a promise. A promise that somewhere on the seas, somebody's got some gold and you can take it from them."
2012-04-08,Season 2,Episode 2,The Night Lands,saan,That's a promise that always comes true.
2012-04-08,Season 2,Episode 2,The Night Lands,davos,"As is mine. You're not the young man, Salladhor. And correct me if I'm wrong"
2012-04-08,Season 2,Episode 2,The Night Lands,saan,Only the clever ones.
2012-04-08,Season 2,Episode 2,The Night Lands,davos,"You want to spend your last few years on the sea, stealing from Pentoshi cheesemongers and Midanese silk merchants, then go. They're out there waiting for you. That's easy. What I'm offering you is hard. Come with me and plunder the greatest city in Westeros. You'll be the richest man in Lysene. And the most famous. They'll be singing songs about you as long as men have voices to sing."
2012-04-08,Season 2,Episode 2,The Night Lands,saan,Salladhor Saan is a good name for songs.
2012-04-08,Season 2,Episode 2,The Night Lands,davos,It is. .
2012-04-08,Season 2,Episode 2,The Night Lands,saan,"One thing, I want the queen."
